invoice,customer_id,invoice_date,country,is_cancelled
489663,,2009-12-01 18:02:00,United Kingdom,False
489664,14061,2009-12-01 18:03:00,United Kingdom,False
489665,14108,2009-12-01 18:07:00,United Kingdom,False
489666,13648,2009-12-01 18:13:00,United Kingdom,False
489667,16563,2009-12-01 18:35:00,United Kingdom,False
489668,16701,2009-12-01 19:19:00,United Kingdom,False
489669,12842,2009-12-02 08:15:00,United Kingdom,False
489670,14302,2009-12-02 08:16:00,United Kingdom,False
489671,14135,2009-12-02 08:58:00,United Kingdom,False
489672,14831,2009-12-02 09:21:00,United Kingdom,False
489673,14831,2009-12-02 09:23:00,United Kingdom,False
489674,15602,2009-12-02 09:35:00,United Kingdom,False
489675,13777,2009-12-02 09:47:00,United Kingdom,False
489676,13777,2009-12-02 09:49:00,United Kingdom,False
489677,14000,2009-12-02 09:50:00,United Kingdom,False
489678,16823,2009-12-02 09:57:00,United Kingdom,False
489679,16163,2009-12-02 10:00:00,United Kingdom,False
489680,17193,2009-12-02 10:02:00,United Kingdom,False
489681,17998,2009-12-02 10:02:00,United Kingdom,False
489682,15759,2009-12-02 10:08:00,United Kingdom,False
489683,16131,2009-12-02 10:09:00,United Kingdom,False
489684,14560,2009-12-02 10:15:00,United Kingdom,False
489687,17087,2009-12-02 10:41:00,United Kingdom,False
489688,14894,2009-12-02 10:42:00,United Kingdom,False
489695,16202,2009-12-02 10:48:00,United Kingdom,False
489699,16700,2009-12-02 10:51:00,United Kingdom,False
489702,17511,2009-12-02 10:52:00,United Kingdom,False
489705,16700,2009-12-02 10:52:00,United Kingdom,False
489723,14299,2009-12-02 10:58:00,United Kingdom,False
489725,17949,2009-12-02 11:07:00,United Kingdom,False
489726,17949,2009-12-02 11:07:00,United Kingdom,False
489727,17949,2009-12-02 11:09:00,United Kingdom,False
489728,14799,2009-12-02 11:18:00,United Kingdom,False
489733,15311,2009-12-02 11:20:00,United Kingdom,False
489743,16550,2009-12-02 11:24:00,United Kingdom,False
489748,12980,2009-12-02 11:26:00,United Kingdom,False
489764,14425,2009-12-02 11:31:00,United Kingdom,False
489765,15353,2009-12-02 11:33:00,United Kingdom,False
489766,17818,2009-12-02 11:34:00,United Kingdom,False
489780,13654,2009-12-02 11:43:00,United Kingdom,False
489781,,2009-12-02 11:45:00,United Kingdom,False
489782,17189,2009-12-02 11:45:00,United Kingdom,False
489783,13269,2009-12-02 11:47:00,United Kingdom,False
489784,13269,2009-12-02 11:48:00,United Kingdom,False
489785,14653,2009-12-02 11:51:00,United Kingdom,False
489786,17019,2009-12-02 11:52:00,United Kingdom,False
489787,15542,2009-12-02 11:53:00,United Kingdom,False
489788,13564,2009-12-02 11:55:00,United Kingdom,False
489789,15833,2009-12-02 11:59:00,United Kingdom,False
489790,16467,2009-12-02 11:59:00,United Kingdom,False
489791,15542,2009-12-02 12:06:00,United Kingdom,False
489792,14527,2009-12-02 12:06:00,United Kingdom,False
489793,17476,2009-12-02 12:09:00,United Kingdom,False
489794,15287,2009-12-02 12:13:00,United Kingdom,False
489795,14440,2009-12-02 12:13:00,United Kingdom,False
489796,15680,2009-12-02 12:15:00,United Kingdom,False
489797,15581,2009-12-02 12:19:00,United Kingdom,False
489798,13740,2009-12-02 12:22:00,United Kingdom,False
489800,17768,2009-12-02 12:26:00,United Kingdom,False
489801,12948,2009-12-02 12:28:00,United Kingdom,False
489802,15581,2009-12-02 12:32:00,United Kingdom,False
489804,14667,2009-12-02 12:38:00,United Kingdom,False
489805,17377,2009-12-02 12:39:00,United Kingdom,False
489806,,2009-12-02 12:42:00,United Kingdom,False
489807,15581,2009-12-02 12:43:00,United Kingdom,False
489808,14467,2009-12-02 12:44:00,United Kingdom,False
489809,13457,2009-12-02 12:46:00,United Kingdom,False
489810,18108,2009-12-02 12:47:00,United Kingdom,False
489811,16210,2009-12-02 12:54:00,United Kingdom,False
489812,17377,2009-12-02 13:00:00,United Kingdom,False
489814,14669,2009-12-02 13:06:00,United Kingdom,False
489815,17909,2009-12-02 13:10:00,United Kingdom,False
489816,16086,2009-12-02 13:20:00,United Kingdom,False
489817,16711,2009-12-02 13:22:00,United Kingdom,False
489818,16233,2009-12-02 13:23:00,United Kingdom,False
489819,14739,2009-12-02 13:23:00,United Kingdom,False
489820,,2009-12-02 13:23:00,United Kingdom,False
489821,,2009-12-02 13:25:00,United Kingdom,False
489822,14204,2009-12-02 13:26:00,United Kingdom,False
489823,17606,2009-12-02 13:32:00,United Kingdom,False
489824,16797,2009-12-02 13:33:00,United Kingdom,False
489825,16126,2009-12-02 13:34:00,United Kingdom,False
489826,17867,2009-12-02 13:39:00,United Kingdom,False
489827,17412,2009-12-02 13:51:00,United Kingdom,False
489829,16525,2009-12-02 13:53:00,United Kingdom,False
489830,13623,2009-12-02 13:57:00,United Kingdom,False
489831,12435,2009-12-02 13:58:00,Denmark,False
489832,14549,2009-12-02 14:06:00,United Kingdom,False
489833,14980,2009-12-02 14:09:00,United Kingdom,False
489834,14106,2009-12-02 14:09:00,United Kingdom,False
489835,15061,2009-12-02 14:15:00,United Kingdom,False
489837,14396,2009-12-02 14:21:00,United Kingdom,False
489840,14122,2009-12-02 14:22:00,United Kingdom,False
489855,16987,2009-12-02 14:34:00,United Kingdom,False
489856,,2009-12-02 14:36:00,United Kingdom,False
489857,,2009-12-02 14:43:00,United Kingdom,False
489861,,2009-12-02 14:50:00,United Kingdom,False
489862,17809,2009-12-02 14:52:00,United Kingdom,False
489863,15917,2009-12-02 14:55:00,United Kingdom,False
489864,14987,2009-12-02 14:56:00,United Kingdom,False
489865,14080,2009-12-02 15:01:00,United Kingdom,False
489866,16200,2009-12-02 15:04:00,United Kingdom,False
489867,,2009-12-02 15:08:00,United Kingdom,False
489868,15794,2009-12-02 15:10:00,United Kingdom,False
489869,16200,2009-12-02 15:15:00,United Kingdom,False
489870,15523,2009-12-02 15:16:00,United Kingdom,False
489871,15523,2009-12-02 15:17:00,United Kingdom,False
489872,15615,2009-12-02 15:28:00,United Kingdom,False
489873,15615,2009-12-02 15:29:00,United Kingdom,False
489874,18001,2009-12-02 15:38:00,United Kingdom,False
489875,17841,2009-12-02 15:41:00,United Kingdom,False
489876,15917,2009-12-02 15:44:00,United Kingdom,False
489877,13089,2009-12-02 15:44:00,United Kingdom,False
489878,15989,2009-12-02 15:51:00,United Kingdom,False
489879,17660,2009-12-02 16:02:00,United Kingdom,False
489880,13313,2009-12-02 16:18:00,United Kingdom,False
489882,,2009-12-02 16:22:00,United Kingdom,False
489883,12437,2009-12-02 16:24:00,France,False
489884,13313,2009-12-02 16:24:00,United Kingdom,False
489888,14841,2009-12-02 16:49:00,United Kingdom,False
489889,14646,2009-12-02 16:52:00,Netherlands,False
489890,14646,2009-12-02 16:53:00,Netherlands,False
489891,15482,2009-12-02 16:59:00,United Kingdom,False
489892,,2009-12-02 17:02:00,United Kingdom,False
489893,16156,2009-12-02 17:06:00,United Kingdom,False
489894,17716,2009-12-02 17:18:00,United Kingdom,False
489895,12779,2009-12-03 07:25:00,Poland,False
489896,13611,2009-12-03 07:57:00,United Kingdom,False
489897,15255,2009-12-03 09:10:00,United Kingdom,False
489898,,2009-12-03 09:40:00,United Kingdom,False
489899,,2009-12-03 09:41:00,United Kingdom,False
489900,14771,2009-12-03 09:44:00,United Kingdom,False
489901,,2009-12-03 09:47:00,United Kingdom,False
489902,14838,2009-12-03 09:52:00,United Kingdom,False
489903,,2009-12-03 09:57:00,United Kingdom,False
489904,13979,2009-12-03 10:02:00,United Kingdom,False
489905,13800,2009-12-03 10:03:00,United Kingdom,False
489906,14483,2009-12-03 10:16:00,United Kingdom,False
489907,14915,2009-12-03 10:17:00,United Kingdom,False
489908,16301,2009-12-03 10:20:00,United Kingdom,False
489909,13753,2009-12-03 10:20:00,United Kingdom,False
489910,15482,2009-12-03 10:23:00,United Kingdom,False
489912,13931,2009-12-03 10:26:00,United Kingdom,False
489913,13931,2009-12-03 10:28:00,United Kingdom,False
489914,12921,2009-12-03 10:28:00,United Kingdom,False
489915,17035,2009-12-03 10:37:00,United Kingdom,False
489916,15194,2009-12-03 10:37:00,United Kingdom,False
489932,14347,2009-12-03 10:49:00,United Kingdom,False
489935,12934,2009-12-03 10:51:00,United Kingdom,False
489994,15291,2009-12-03 11:09:00,United Kingdom,False
489996,17209,2009-12-03 11:10:00,United Kingdom,False
489998,15658,2009-12-03 11:19:00,United Kingdom,False
489999,17314,2009-12-03 11:25:00,United Kingdom,False
490000,17155,2009-12-03 11:34:00,United Kingdom,False
490001,15965,2009-12-03 11:45:00,United Kingdom,False
490002,17322,2009-12-03 11:46:00,United Kingdom,False
490003,16159,2009-12-03 11:51:00,United Kingdom,False
490004,14051,2009-12-03 11:53:00,United Kingdom,False
490005,13993,2009-12-03 11:57:00,United Kingdom,False
490006,17411,2009-12-03 12:02:00,United Kingdom,False
490007,,2009-12-03 12:09:00,United Kingdom,False
490008,15768,2009-12-03 12:10:00,United Kingdom,False
490009,12835,2009-12-03 12:13:00,United Kingdom,False
490010,15061,2009-12-03 12:15:00,United Kingdom,False
490011,16918,2009-12-03 12:27:00,United Kingdom,False
490012,15179,2009-12-03 12:27:00,United Kingdom,False
490013,17069,2009-12-03 12:27:00,United Kingdom,False
490014,15466,2009-12-03 12:28:00,United Kingdom,False
490015,,2009-12-03 12:29:00,United Kingdom,False
490016,,2009-12-03 12:30:00,United Kingdom,False
490017,14159,2009-12-03 12:31:00,United Kingdom,False
490018,17940,2009-12-03 12:31:00,United Kingdom,False
490019,17581,2009-12-03 12:34:00,United Kingdom,False
490020,17581,2009-12-03 12:36:00,United Kingdom,False
490021,17581,2009-12-03 12:36:00,United Kingdom,False
490022,17581,2009-12-03 12:37:00,United Kingdom,False
490023,16168,2009-12-03 12:38:00,United Kingdom,False
490024,14606,2009-12-03 12:40:00,United Kingdom,False
490030,,2009-12-03 12:44:00,United Kingdom,False
490034,17287,2009-12-03 12:45:00,United Kingdom,False
490045,17287,2009-12-03 12:50:00,United Kingdom,False
490046,13416,2009-12-03 13:02:00,United Kingdom,False
490047,17913,2009-12-03 13:02:00,United Kingdom,False
490048,16779,2009-12-03 13:03:00,United Kingdom,False
490049,15794,2009-12-03 13:04:00,United Kingdom,False
490050,17913,2009-12-03 13:05:00,United Kingdom,False
490052,13895,2009-12-03 13:09:00,United Kingdom,False
490053,14057,2009-12-03 13:17:00,United Kingdom,False
490054,17017,2009-12-03 13:22:00,United Kingdom,False
490055,,2009-12-03 13:22:00,United Kingdom,False
490056,13208,2009-12-03 13:25:00,United Kingdom,False
490057,17465,2009-12-03 13:25:00,United Kingdom,False
490058,17465,2009-12-03 13:26:00,United Kingdom,False
490059,18102,2009-12-03 13:30:00,United Kingdom,False
490060,13468,2009-12-03 13:32:00,United Kingdom,False
490061,18102,2009-12-03 13:42:00,United Kingdom,False
490062,13485,2009-12-03 13:46:00,United Kingdom,False
490063,17271,2009-12-03 13:49:00,United Kingdom,False
490064,16139,2009-12-03 13:51:00,United Kingdom,False
490065,15061,2009-12-03 13:58:00,United Kingdom,False
490066,15953,2009-12-03 14:00:00,United Kingdom,False
490067,15856,2009-12-03 14:02:00,United Kingdom,False
490068,13085,2009-12-03 14:06:00,United Kingdom,False
490069,13085,2009-12-03 14:07:00,United Kingdom,False
490070,14967,2009-12-03 14:07:00,United Kingdom,False
490071,16497,2009-12-03 14:11:00,United Kingdom,False
490072,17764,2009-12-03 14:28:00,United Kingdom,False
490073,14905,2009-12-03 14:36:00,United Kingdom,False
490074,,2009-12-03 14:39:00,United Kingdom,False
490075,18229,2009-12-03 14:42:00,United Kingdom,False
490077,17293,2009-12-03 15:09:00,United Kingdom,False
490078,17853,2009-12-03 15:09:00,United Kingdom,False
490079,15550,2009-12-03 15:15:00,United Kingdom,False
490080,13531,2009-12-03 15:20:00,United Kingdom,False
490081,13786,2009-12-03 15:32:00,United Kingdom,False
490082,14952,2009-12-03 15:34:00,United Kingdom,False
490083,14031,2009-12-03 15:35:00,United Kingdom,False
490084,,2009-12-03 15:37:00,United Kingdom,False
490085,12937,2009-12-03 15:43:00,United Kingdom,False
490086,17949,2009-12-03 15:48:00,United Kingdom,False
490087,15601,2009-12-03 15:49:00,United Kingdom,False
490088,15581,2009-12-03 15:50:00,United Kingdom,False
490089,17949,2009-12-03 15:52:00,United Kingdom,False
490090,15581,2009-12-03 15:53:00,United Kingdom,False
490091,17949,2009-12-03 15:54:00,United Kingdom,False
490092,16612,2009-12-03 15:54:00,United Kingdom,False
490093,12949,2009-12-03 15:56:00,United Kingdom,False
490094,17949,2009-12-03 15:56:00,United Kingdom,False
490095,14958,2009-12-03 16:02:00,United Kingdom,False
490097,17329,2009-12-03 16:09:00,United Kingdom,False
490099,16736,2009-12-03 16:12:00,United Kingdom,False
490100,13001,2009-12-03 16:21:00,United Kingdom,False
490101,14644,2009-12-03 16:24:00,United Kingdom,False
490106,14898,2009-12-03 16:40:00,United Kingdom,False
490107,14662,2009-12-03 16:47:00,United Kingdom,False
490108,17414,2009-12-03 16:49:00,United Kingdom,False
490109,14755,2009-12-03 16:51:00,United Kingdom,False
490110,14755,2009-12-03 16:52:00,United Kingdom,False
490111,17576,2009-12-03 16:54:00,United Kingdom,False
490112,13037,2009-12-03 17:04:00,United Kingdom,False
490113,14710,2009-12-03 17:12:00,United Kingdom,False
490114,18168,2009-12-03 17:29:00,United Kingdom,False
490115,17679,2009-12-03 17:32:00,United Kingdom,False
490116,17679,2009-12-03 17:33:00,United Kingdom,False
490118,17851,2009-12-03 17:46:00,United Kingdom,False
490119,12931,2009-12-03 17:48:00,United Kingdom,False
490121,14750,2009-12-03 17:57:00,United Kingdom,False
490123,,2009-12-03 18:08:00,United Kingdom,False
490124,16791,2009-12-03 18:08:00,United Kingdom,False
490125,16558,2009-12-03 18:11:00,United Kingdom,False
490127,14156,2009-12-03 18:13:00,EIRE,False
490128,15884,2009-12-03 18:23:00,United Kingdom,False
490130,,2009-12-03 18:28:00,United Kingdom,False
490132,17343,2009-12-03 18:30:00,United Kingdom,False
490134,17372,2009-12-03 18:41:00,United Kingdom,False
490135,16003,2009-12-03 18:51:00,United Kingdom,False
490136,17432,2009-12-03 19:13:00,United Kingdom,False
490137,14713,2009-12-03 19:22:00,United Kingdom,False
490138,16722,2009-12-03 19:23:00,United Kingdom,False
490139,12577,2009-12-03 19:31:00,France,False
490140,12872,2009-12-03 20:03:00,United Kingdom,False
490141,15755,2009-12-04 08:24:00,United Kingdom,False
490142,14258,2009-12-04 08:36:00,United Kingdom,False
490143,14286,2009-12-04 08:40:00,United Kingdom,False
490144,13154,2009-12-04 08:46:00,United Kingdom,False
490145,14564,2009-12-04 09:27:00,Channel Islands,False
490146,,2009-12-04 09:29:00,United Kingdom,False
490147,13408,2009-12-04 09:31:00,United Kingdom,False
490149,,2009-12-04 09:43:00,United Kingdom,False
490150,,2009-12-04 09:44:00,United Kingdom,False
490151,16645,2009-12-04 09:49:00,United Kingdom,False
490152,12714,2009-12-04 10:00:00,France,False
490154,16335,2009-12-04 10:18:00,United Kingdom,False
490156,13093,2009-12-04 10:32:00,United Kingdom,False
490157,16736,2009-12-04 10:39:00,United Kingdom,False
490158,12759,2009-12-04 10:47:00,Netherlands,False
490159,13666,2009-12-04 10:48:00,United Kingdom,False
490160,13777,2009-12-04 10:52:00,United Kingdom,False
490161,17160,2009-12-04 10:57:00,United Kingdom,False
490162,13946,2009-12-04 11:07:00,United Kingdom,False
490163,14723,2009-12-04 11:22:00,United Kingdom,False
490164,14961,2009-12-04 11:32:00,United Kingdom,False
490165,,2009-12-04 11:32:00,United Kingdom,False
490166,14735,2009-12-04 11:32:00,United Kingdom,False
490167,18061,2009-12-04 11:36:00,United Kingdom,False
490171,15581,2009-12-04 11:54:00,United Kingdom,False
490177,,2009-12-04 11:56:00,United Kingdom,False
490186,,2009-12-04 11:59:00,United Kingdom,False
490192,,2009-12-04 12:01:00,United Kingdom,False
490202,15078,2009-12-04 12:03:00,United Kingdom,False
490209,17389,2009-12-04 12:06:00,United Kingdom,False
490212,16883,2009-12-04 12:07:00,United Kingdom,False
490214,13175,2009-12-04 12:11:00,United Kingdom,False
490218,17076,2009-12-04 12:12:00,United Kingdom,False
490219,13948,2009-12-04 12:14:00,United Kingdom,False
490229,18223,2009-12-04 12:20:00,United Kingdom,False
490247,16192,2009-12-04 12:28:00,United Kingdom,False
490258,15999,2009-12-04 12:31:00,United Kingdom,False
490266,15109,2009-12-04 12:33:00,United Kingdom,False
490272,14680,2009-12-04 12:36:00,United Kingdom,False
490277,18092,2009-12-04 12:37:00,United Kingdom,False
490279,16891,2009-12-04 12:37:00,United Kingdom,False
490281,13481,2009-12-04 12:37:00,United Kingdom,False
490282,13807,2009-12-04 12:41:00,United Kingdom,False
490284,14979,2009-12-04 12:54:00,United Kingdom,False
490285,16656,2009-12-04 12:59:00,United Kingdom,False
490286,14527,2009-12-04 12:59:00,United Kingdom,False
490287,16746,2009-12-04 13:00:00,United Kingdom,False
490288,17157,2009-12-04 13:00:00,United Kingdom,False
490289,15309,2009-12-04 13:01:00,United Kingdom,False
490290,16325,2009-12-04 13:21:00,United Kingdom,False
490291,16541,2009-12-04 13:22:00,United Kingdom,False
490292,16723,2009-12-04 13:23:00,United Kingdom,False
490293,16699,2009-12-04 13:31:00,United Kingdom,False
490294,16710,2009-12-04 13:41:00,United Kingdom,False
490295,12510,2009-12-04 13:47:00,Spain,False
490297,13162,2009-12-04 13:59:00,United Kingdom,False
490298,15382,2009-12-04 14:13:00,United Kingdom,False
490299,13680,2009-12-04 14:14:00,United Kingdom,False
490300,12970,2009-12-04 14:19:00,United Kingdom,False
490301,15311,2009-12-04 14:24:00,United Kingdom,False
490302,17841,2009-12-04 14:29:00,United Kingdom,False
490303,17935,2009-12-04 14:33:00,United Kingdom,False
490304,17593,2009-12-04 14:35:00,United Kingdom,False
490305,17243,2009-12-04 14:37:00,United Kingdom,False
490308,12835,2009-12-04 14:52:00,United Kingdom,False
490310,17151,2009-12-04 14:56:00,United Kingdom,False
490311,16451,2009-12-04 15:11:00,United Kingdom,False
490312,17961,2009-12-04 15:16:00,United Kingdom,False
490313,17127,2009-12-04 15:18:00,United Kingdom,False
490320,13694,2009-12-04 15:26:00,United Kingdom,False
490323,14087,2009-12-04 15:27:00,United Kingdom,False
490324,13694,2009-12-04 15:27:00,United Kingdom,False
490326,13733,2009-12-04 15:28:00,United Kingdom,False
490327,13694,2009-12-04 15:29:00,United Kingdom,False
490331,18181,2009-12-04 15:30:00,United Kingdom,False
490340,13174,2009-12-04 15:40:00,United Kingdom,False
490341,13329,2009-12-04 15:41:00,United Kingdom,False
490342,17421,2009-12-04 15:43:00,United Kingdom,False
490344,,2009-12-04 15:53:00,United Kingdom,False
490345,,2009-12-04 16:11:00,United Kingdom,False
490346,16351,2009-12-04 16:12:00,United Kingdom,False
490347,15684,2009-12-04 16:13:00,United Kingdom,False
490349,17884,2009-12-04 16:23:00,United Kingdom,False
490351,,2009-12-04 16:26:00,United Kingdom,False
490352,,2009-12-04 16:27:00,United Kingdom,False
490353,15514,2009-12-04 16:37:00,United Kingdom,False
490354,,2009-12-04 16:39:00,United Kingdom,False
490355,13093,2009-12-04 16:39:00,United Kingdom,False
490356,17884,2009-12-04 16:45:00,United Kingdom,False
490359,18225,2009-12-04 16:52:00,United Kingdom,False
490360,13679,2009-12-04 16:52:00,United Kingdom,False
490361,,2009-12-04 17:18:00,United Kingdom,False
490362,12748,2009-12-04 17:31:00,United Kingdom,False
490363,13199,2009-12-05 10:11:00,United Kingdom,False
490364,13487,2009-12-05 10:25:00,United Kingdom,False
490365,17018,2009-12-05 10:27:00,United Kingdom,False
490366,18071,2009-12-05 10:31:00,United Kingdom,False
490367,16593,2009-12-05 10:44:00,United Kingdom,False
490368,14238,2009-12-05 10:58:00,United Kingdom,False
490369,15223,2009-12-05 11:19:00,United Kingdom,False
490370,17593,2009-12-05 12:01:00,United Kingdom,False
490371,13021,2009-12-05 12:02:00,United Kingdom,False
490372,17115,2009-12-05 12:13:00,United Kingdom,False
490373,17850,2009-12-05 12:28:00,United Kingdom,False
490374,14239,2009-12-05 12:36:00,United Kingdom,False
490375,13999,2009-12-05 12:42:00,United Kingdom,False
490376,13958,2009-12-05 13:12:00,United Kingdom,False
490377,13958,2009-12-05 13:13:00,United Kingdom,False
490378,13641,2009-12-05 13:17:00,United Kingdom,False
490379,,2009-12-05 13:26:00,United Kingdom,False
490380,17850,2009-12-05 13:26:00,United Kingdom,False
490381,15420,2009-12-05 13:29:00,United Kingdom,False
490382,12359,2009-12-05 13:32:00,Cyprus,False
490383,12820,2009-12-05 13:37:00,United Kingdom,False
490384,,2009-12-05 14:00:00,United Kingdom,False
490385,16410,2009-12-05 14:51:00,United Kingdom,False
490386,15240,2009-12-05 14:57:00,United Kingdom,False
490387,17850,2009-12-05 14:59:00,United Kingdom,False
490388,16158,2009-12-05 15:00:00,United Kingdom,False
490389,15484,2009-12-05 15:18:00,United Kingdom,False
490390,14709,2009-12-05 15:26:00,United Kingdom,False
490391,15057,2009-12-05 15:27:00,United Kingdom,False
490392,14867,2009-12-05 15:47:00,United Kingdom,False
